Word, DocumentID-Frequency of the word
somewhere, 1-2 2-1 9-1 11-1 12-1 15-1
son, 2-1 5-8 6-4 8-1 13-26 14-23 15-12 16-28
song, 2-1 3-1 4-5 6-6 7-1 8-6 11-1 13-6 14-6 15-7 16-2
songs, 7-1 13-2 14-4 16-1
sonorous, 13-1
sons, 5-2 13-12 14-12 15-2 16-17
sony, 12-1
soo, 4-7
soon, 1-16 2-3 3-3 4-3 7-2 9-3 11-2 12-1 13-20 14-21 15-27 16-23
sooner, 1-2 5-1 6-1 8-5 12-1 13-2 14-1 16-3
soonest, 14-1 15-1
soot, 16-1
sooth, 7-1 15-1
soothing, 1-1
sooty, 14-1
sophi, 16-1
sophisticated, 9-5 10-5 11-2
sophistication, 9-1
sorceress, 13-1
sorceries, 13-1
sorcery, 13-1
sord, 16-1
sore, 13-1 14-3 15-1 16-1
sores, 6-1
sorrow, 3-2 7-3 13-5 15-1 16-11
sorrowful, 1-2
sorrowing, 16-1
sorrows, 4-1 5-1 16-1
sorry, 2-1 7-1
sort, 1-9 2-6 3-2 4-3 9-3 10-5 11-3 12-1 13-1 14-3 15-2 16-1
sorted, 16-1
sorts, 1-2 4-1 5-1 9-2 11-2 15-1
sottish, 13-1
sought, 8-1 9-4 11-1 13-3 14-4 15-8 16-6
soughtest, 15-1
soul, 5-2 13-3 14-6 15-11 16-2
souls, 6-1 14-2 15-1 16-1
sound, 1-2 3-1 4-1 6-1 7-1 9-7 10-2 11-3 12-3 13-10 14-9 15-11 16-5
sounded, 1-1 2-3 4-1 7-1 12-1 14-1
sounder, 6-1
soundest, 15-1
sounding, 13-2
sounds, 1-2 3-1 4-1 11-2 13-2 14-1 15-3
soup, 2-4 3-2 4-12
sour, 3-1
source, 9-8 10-3 11-2 13-1 14-1 16-3
sources, 9-28 10-6 11-3 12-5
sourest, 6-1
south, 6-1 7-1 9-1 12-1 13-1 14-1 16-6
southern, 10-1
southmost, 13-1
southward, 14-1
sovereign, 5-1 13-3
sovereignty, 13-1
sovran, 13-3 14-5 15-7 16-2
sovranty, 16-1
sow, 16-1
sowed, 14-1 15-1
sown, 16-1
space, 8-1 10-2 11-1 12-2 13-3 14-1 15-4 16-3
spaced, 11-1
spaces, 11-2 13-1 15-1
spacious, 13-4 14-3 15-2 16-2
spade, 13-1
spades, 1-1
spake, 8-1 13-14 14-20 15-19 16-9
spakest, 15-1
span, 6-1 10-2
spangled, 16-1
spangling, 15-1
spare, 6-1 13-2 14-2 16-2
spared, 15-2
spares, 13-1
spark, 9-1 11-1 14-1
sparkled, 13-1
sparkles, 15-1
sparkling, 13-2
sparrow, 6-1
spartan, 16-1
spasm, 16-1
spatial, 10-1 11-1
spattering, 16-1
spawn, 15-1
speak, 1-5 2-5 3-4 4-1 5-13 6-5 7-6 8-4 10-1 11-1 13-2 14-1 15-8 16-1
speakable, 15-1
speaker, 4-1 9-1 11-1 12-2
speakers, 9-3 10-1 11-2
speakest, 6-1 8-1
speaking, 1-2 2-2 3-1 11-1 12-2 13-1 15-3
speaks, 5-1 7-2 15-1
spear, 5-1 13-5 14-5 16-2
spears, 13-2 14-3
special, 9-6 10-7 11-2 12-11 13-1
specialist, 11-2 12-1
specialists, 9-1
specialized, 9-1 10-1 11-1 12-1
specific, 9-2 10-1 11-4 13-1
specifically, 9-2 12-3
specifications, 11-1
specifics, 9-1
specify, 12-1
specious, 13-1 15-1 16-1
specked, 15-1
spectacle, 5-1
spectacles, 4-3 6-1
spectators, 14-1
spectrum, 9-1 10-3
speculated, 10-2
speculation, 16-1
speculations, 15-1
sped, 14-1
speech, 1-2 2-1 6-1 9-1 11-1 13-2 14-3 15-5 16-1
speeches, 9-1
speechless, 15-1
speed, 1-1 5-1 9-2 10-15 12-4 13-4 14-9 15-3 16-5
speedier, 16-1
speediest, 13-1 14-1
speedily, 14-1
speeds, 10-3 11-1 12-1 14-1
speedy, 10-2 13-2 15-1
spell, 4-1 11-2
spellings, 10-1
spend, 10-1 11-1 13-1 16-2
spending, 10-1
spent, 5-2 6-1 10-1 13-3 14-1 15-3 16-1
sperberg, 9-5 11-20 12-3
sperling, 12-1
sphere, 6-1 13-2 14-4 15-3 16-1
sphered, 15-1
spheres, 6-1 14-2 15-1
spicy, 13-1 14-2 15-1
spied, 14-1 15-1
spies, 15-2
spilt, 16-1
spindle, 13-1
spinning, 15-1
spires, 13-2 15-1
spirit, 5-2 7-1 13-11 14-11 15-9 16-13
spirited, 1-1 13-1 15-1
spiritless, 15-1
spiritous, 14-2
spirits, 5-1 6-2 7-1 13-19 14-19 15-9 16-6
spiritual, 14-5 15-1 16-3
spirtis, 13-1
spit, 7-2
spite, 2-1 11-1 13-4 15-4
spitting, 8-1
splash, 1-1
splashed, 4-1
splashing, 1-1 3-1
spleen, 7-1
splendid, 13-1
splendidly, 1-1
splendour, 13-2 14-2
splendours, 13-1
spoil, 13-2 16-1
spoiled, 13-1 16-2
spoils, 14-1 15-2 16-1
spoke, 1-2 2-3 3-9 4-3 5-1 7-2 10-1 11-2 16-1
spoken, 3-1 13-1
sponsored, 9-1 11-1
sponsors, 12-2
spontaneous, 15-1
spoon, 3-1 4-1
sport, 5-7 8-1 13-2
sportful, 14-1
sporting, 14-1 15-1
sports, 5-1
spot, 4-1 7-1 9-1 13-2 14-2 15-3
spotless, 14-1
spots, 14-1 15-2
spotty, 13-1
spousal, 15-1
spouse, 14-3 15-1
spoused, 14-1
spout, 13-1
spouts, 15-1
sprawling, 4-1
spread, 1-3 9-2 10-3 13-6 14-6 15-4 16-3
spreading, 4-1 16-2
spreads, 14-1 15-1
spreme, 15-1
spring, 8-5 9-2 12-2 13-4 14-7 15-1 16-7
springer, 12-1
springing, 14-1
springs, 13-2 14-1 15-1 16-1
sprinkled, 13-1
sprite, 6-1
sprung, 13-3 14-2 15-5 16-3
spume, 14-1
spun, 15-1
spurns, 13-1
spurs, 7-1
spy, 13-1 14-2 15-1 16-1
spying, 14-1
squadron, 13-1 14-2
squadroned, 16-1
squadrons, 13-1 14-3 16-1
squandering, 6-1
square, 9-1 11-1 13-1 14-1 16-1
squared, 13-1 15-1
squat, 14-1
squeaked, 4-1
squeaking, 2-1 4-1
squeeze, 4-1
squeezed, 3-1
st, 13-1
stabled, 16-1
stablished, 16-1
stack, 10-1
staff, 7-1 9-12 10-4 11-1 12-8 13-1
staffs, 10-1
stag, 5-1 15-1
stage, 6-1 9-2 10-2 11-1 12-2
stages, 12-1
stagger, 7-1
staid, 13-1 14-2 15-4
stain, 11-1 13-1 16-1
staind, 8-1
stained, 14-1 15-1
stains, 10-2 12-1
stair, 13-2
stairs, 1-2 2-1 8-1 13-2
stake, 11-1
stakes, 9-1
stale, 6-1
staley, 12-1
stalk, 2-1 14-3 15-1
stalking, 8-1
stalks, 14-1
stalling, 5-1
stammer, 6-1
stamping, 3-2
stand, 2-1 3-2 4-3 5-2 6-2 9-1 10-4 12-1 13-11 14-15 15-6 16-10
standard, 9-5 10-23 11-34 12-5 13-3 14-1 15-1
standardization, 11-8 12-2
standardized, 9-1 11-2 12-1
standardless, 11-1 12-1
standards, 9-9 10-13 11-60 12-28 14-1
standing, 4-1 11-1 14-2 15-3 16-1
standpoint, 12-1
stands, 5-1 7-1 8-1 13-2 14-3 16-1
stanford, 11-1
stanzo, 6-1
stanzos, 6-1
star, 2-1 13-4 14-5 15-7 16-5
staring, 2-1 4-2
starless, 13-1
starry, 13-3 14-7 15-2 16-1
stars, 13-4 14-6 15-15 16-3
start, 9-3 10-3 11-4 12-1
started, 1-2 9-1 10-1 11-3 14-3
starting, 10-1 11-5 12-1
startle, 8-1
startled, 2-1 3-1 14-1
starts, 14-1
startup, 12-1
starve, 13-1
starved, 14-1 16-1
state, 2-1 5-1 6-1 9-5 10-4 11-4 12-5 13-12 14-14 15-15 16-10
stated, 9-4 10-2 11-1
stateliest, 14-1 15-1
stately, 13-2 14-1 15-1
statement, 10-2 12-1
states, 8-1 9-4 10-5 11-20 12-2 13-1
statewide, 9-1
stating, 10-1
station, 1-1 10-4 12-3 13-1 15-2 16-2
stations, 10-5 12-1 13-1
statistical, 10-1
stature, 7-1 13-2 14-2 15-1
status, 9-1 11-2 12-2
stay, 1-4 3-1 5-5 6-1 8-3 11-1 14-1 15-4 16-6
stayd, 5-1
stayed, 13-2
stays, 2-1 5-2 7-1 14-1 15-1 16-1
stead, 14-1
steadfast, 13-2
steadiest, 16-1
steady, 2-1 10-1 14-1
steal, 5-2
stealer, 7-1
stealth, 13-1 15-1
steam, 2-1 10-1 16-1
steaming, 14-1
stedfast, 15-2
steed, 14-1 15-1 16-1
steeds, 13-2 14-2 15-1 16-1
steel, 8-1 13-1
steep, 13-2 14-6 15-2
steered, 13-1
steering, 16-1
steers, 13-1 15-2
steersmen, 15-1
stellar, 14-1
stem, 11-2 15-1
stemming, 9-2 13-1
stems, 9-1
stench, 13-1
step, 6-1 9-1 10-4 11-3 12-2 14-3 15-3 16-1
stepdame, 14-1
stepping, 14-1
steps, 9-1 10-4 11-1 12-1 13-7 14-2 15-1 16-3
stept, 14-1
stern, 6-1 8-1 14-3 15-1 16-1
sterner, 7-1
sternly, 2-1 15-1
stevens, 11-5 12-1
stick, 2-4
sticks, 1-1 5-1 15-1
stiff, 3-1 15-1
stifling, 16-1
stigand, 1-1
still, 1-5 2-2 3-3 4-3 5-4 6-2 7-3 8-1 9-5 10-4 11-3 12-4 13-17 14-20 15-29 16-24
stimulate, 9-2
sting, 6-2 13-2
stings, 16-1
stingy, 3-1
stir, 5-2 8-1 13-1 14-2
stirred, 13-1 15-1
stirring, 2-2 16-1
stitch, 9-1
stock, 10-1 16-2
stockings, 1-1
stole, 4-2 14-2 16-1
stolen, 4-1 16-2
stomach, 6-1
stone, 6-1 13-4 14-2 16-4
stones, 5-1 16-1
stony, 13-1 14-1 16-1
stood, 1-1 2-1 3-5 5-1 6-1 13-30 14-42 15-20 16-18
stoodest, 14-1 16-1
stool, 2-1
stoop, 1-1 4-1 13-2
stooped, 15-1 16-1
stooping, 15-2
stop, 1-2 2-2 3-1 4-1 7-1 12-1 13-1 15-1 16-3
stopped, 1-1 3-1 4-1
stopping, 1-1
stops, 16-1
stopt, 16-1
storage, 9-2 10-20 11-7 12-20
store, 6-1 10-1 11-3 12-2 13-1 14-6 15-3
stored, 10-6 11-5 12-5 15-4
stores, 10-1 12-1 13-1 14-1
storing, 10-4 11-1 12-6 14-1
stork, 15-1
storm, 13-1 14-1 15-1 16-1
storming, 14-1
storms, 13-3
stormy, 16-1
story, 1-2 2-1 3-5 8-1 9-1 15-4 16-1
straight, 1-1 2-1 5-1 7-1 10-1 11-1 13-4 14-6 15-3 16-3
straightened, 3-1
straightening, 2-1
straighter, 10-1
straightforward, 9-1 11-1
strained, 15-1
strains, 8-1 11-1 12-1 14-1
strait, 13-1 14-1 16-2
straitened, 13-1 15-1
straitening, 14-1
straits, 8-1
strand, 13-1
strange, 1-1 2-1 4-3 6-4 7-1 8-4 10-1 13-6 14-7 15-5 16-5
stranger, 8-1 13-1 14-2 16-1
strangers, 7-1
strategic, 10-1 11-2 12-6
strategies, 9-3 11-1 12-3
strategy, 9-3 12-2
straw, 13-1
stray, 11-1 15-1 16-1
strayed, 13-1 15-1
streak, 14-1
streaking, 15-1
streaks, 16-1
stream, 5-1 7-1 8-1 13-7 14-5 15-2 16-3
streaming, 13-1 15-1
streams, 10-1 13-3 14-3 15-2
street, 12-9
streets, 13-2
strength, 2-1 5-3 9-1 13-14 14-6 15-7 16-7
strengths, 9-3 10-1
stressed, 9-1 10-5 11-3
stressing, 12-1
stretch, 5-1
stretched, 2-2 7-1 13-1 14-3 15-2 16-1
stretching, 2-1 3-1 6-1 13-1
strict, 13-2 14-2 15-2 16-2
strictest, 13-1 14-1 15-1
strictly, 11-1 13-2 15-1
strides, 13-1 14-1
strife, 13-5 14-3 15-1 16-1
strike, 11-1 16-1
strikes, 7-1
striking, 9-4
string, 9-1 15-1
strings, 4-1
stripes, 13-1
stripling, 13-1
strippd, 8-1
stripped, 9-1
strive, 11-1 13-2 14-2 16-1
strives, 11-1
strode, 13-1
stroke, 5-1 13-3 14-2 16-9
strokes, 9-1 10-1 11-1
strong, 5-3 6-3 8-1 13-2 14-3 15-4 16-4
stronger, 7-1 8-1 13-2 15-4
strongest, 9-1 10-1 13-1
strongly, 9-1 10-2 11-4 13-1 16-1
strove, 13-1 14-1
strow, 13-1
strowed, 16-1
strown, 14-1
strows, 14-1
struck, 1-1 2-1 9-1 10-2 11-1 13-1 15-2 16-3
strucken, 15-1
structural, 12-1
structure, 9-4 10-3 11-30 12-4 13-2 14-1
structured, 9-3 11-5
structures, 9-2 11-2 12-1
structuring, 9-1 11-1 12-2
struggle, 10-1 11-1 13-1
struggling, 12-1 14-1
stu, 12-1
stuart, 9-2 10-1 11-1 12-4
stubborn, 6-1 13-1 16-1
stubbornest, 5-1
stubbornness, 5-1
stuck, 11-1
student, 9-3 11-1 12-1
students, 9-39 10-3 11-15 12-7
studied, 7-1
studies, 8-1 9-3 10-1 11-1 12-2
studious, 15-2 16-1
study, 7-1 8-2 9-9 10-3 11-7 12-9 13-1 15-1 16-1
studying, 9-2 11-3
stuff, 2-2 4-2 11-1 12-1 16-2
stumble, 13-1
stumbled, 14-1
stumbling, 12-1
stunning, 13-1
stupendious, 16-1
stupid, 1-2 3-1 4-3 16-1
stupidest, 3-1
stupidly, 2-1 15-1
stygian, 13-4 16-1
style, 5-1 8-2 9-1 11-2 13-1 14-3 15-2
styled, 15-1 16-2
styx, 13-1
subdivisions, 11-1
subducting, 15-1
subdue, 13-1 14-4 15-2 16-2
subdued, 2-1 14-1
subdues, 13-1 14-1 16-1
subduing, 16-1
subject, 1-2 2-1 3-2 4-1 6-1 9-1 10-6 11-2 15-2
subjected, 10-2 15-1 16-1
subjecting, 9-1
subjection, 13-1 14-2 15-3 16-2
subjective, 10-1 11-1
subjects, 3-1 10-1 11-1 16-1
sublime, 13-2 14-1 15-3 16-3
sublimed, 13-1 14-1
sublunar, 14-1
submiss, 14-1 15-2
submission, 13-1 14-3 16-1
submissive, 14-1 16-1
submit, 10-1 11-2 12-1 13-1 14-2 16-4
submits, 16-1
submitted, 1-1 10-1 11-1
submitting, 15-1
subordinate, 14-1
suborned, 15-1
subscribed, 12-1 13-1 16-1
subscriber, 10-1
subscribers, 10-3
subscribes, 11-1
subscription, 10-1 13-1
subsequent, 9-1 10-6 11-1 12-1
subsequently, 10-1
subsist, 15-1 16-1
substance, 13-4 14-6 16-1
substances, 14-1 15-1
substantial, 10-2 11-1 12-2 14-2
substantially, 10-1 12-1 13-1
substitute, 9-1 15-1
substitutes, 16-1
substituting, 10-1
subsystem, 10-3 12-2
subterranean, 13-1
subtile, 15-1
subtitle, 10-1
subtle, 5-1 10-1 13-2 14-2 15-4 16-1
subtlest, 15-3
subtlety, 13-1 15-1
subtly, 10-1 15-1
suburb, 13-1
suburban, 9-1
subverting, 16-1
succeed, 13-1 14-1 16-2
succeeded, 2-2 3-1 11-1
success, 10-3 11-1 12-1 13-2 14-3 16-1
successes, 12-1 14-1 16-1
successful, 9-1 11-2 12-1 13-1 16-1
successfully, 5-1 10-1 12-2
succession, 16-1
successive, 14-1
succinct, 13-1
succor, 6-1
succour, 15-1
such, 1-17 2-8 3-12 4-4 5-11 6-5 7-11 8-9 9-18 10-17 11-17 12-16 13-34 14-53 15-52 16-30
suck, 6-2
suckd, 8-1
sucked, 16-1
sucks, 6-1
sudden, 1-3 2-2 5-1 6-1 8-3 9-2 13-7 14-9 15-4 16-3
suddenly, 1-7 2-4 3-1 4-1 5-1 6-2 8-1 14-2 15-2 16-2
sue, 13-1
suet, 2-1
suffer, 9-1 13-6 14-1 16-2
sufferance, 6-1 13-3 15-1
suffered, 14-1 16-2
suffering, 13-2 16-3
sufferings, 14-1 16-1
suffice, 5-1 13-3 15-3
sufficed, 6-1 14-2 16-1
sufficient, 9-1 10-2 11-2 12-2 13-3 14-1 15-3 16-2
sufficiently, 10-2 11-1 15-1
suffrage, 13-1
suffusion, 13-1
sugar, 3-1 4-1 7-1
suggest, 11-1 12-1
suggested, 9-3 10-2 11-3 12-5 14-1
suggesting, 11-1 12-1
suggestion, 10-7 11-1 13-2
suggestions, 11-1 12-2 15-1
suggests, 9-3 10-1
suit, 1-1 2-2 5-2 6-1 7-2 9-1 10-1 11-1 15-1
suitability, 10-1
suitable, 10-1 11-1 13-1
suite, 12-4
suitor, 7-1
suitors, 16-1
suits, 5-2 6-1 7-1 10-1
sulkily, 3-1 4-1
sulky, 1-1 2-1 3-1
sullen, 5-1
sulphur, 13-3
sulphurous, 13-1 14-1 16-1
sultan, 13-1 16-1
sum, 5-1 6-1 14-1 15-1 16-2
sumless, 15-1
summaries, 9-1
summarized, 9-2
summarizing, 12-1
summary, 9-4 12-1
summed, 15-3
summer, 4-2 9-3 10-2
summers, 13-4 15-2 16-1
summon, 15-1
summoned, 14-1 15-1
summoning, 11-1 13-1
summons, 13-2 14-1 16-1
sums, 13-1 15-1
sun, 3-1 4-1 6-3 10-2 12-4 13-11 14-20 15-16 16-13
sunderd, 5-1
sundrys, 7-1
sung, 13-2 14-5 15-10 16-4
sunk, 13-4 14-2 15-5 16-2
sunken, 7-1
sunny, 13-2 15-1
suns, 13-1 14-5 15-3 16-1
superbook, 11-2
supercomputers, 10-2
superficial, 9-1
superficially, 14-1
superfluous, 14-2 15-2
superior, 9-1 10-2 11-1 13-1
superiour, 14-6 15-3 16-2
supernal, 13-1 15-1 16-1
supernumerary, 16-1
superstition, 13-1
superstitions, 16-1
supper, 14-1 15-1
suppers, 6-1
supplanted, 16-1
supple, 2-1 14-1 15-1
supplement, 9-1 12-1
supplemented, 12-1
suppliant, 13-1 16-1
supplication, 14-1 16-1
supplied, 5-1 9-1
suppliers, 10-1
supplies, 11-1
supply, 13-1 16-3
support, 6-1 9-5 10-3 11-7 12-8 13-3 15-1 16-1
supported, 9-1 10-2 11-2 12-2 16-1
supporter, 11-1
supporting, 9-4 10-2 11-1
supportive, 9-2
supports, 10-1 12-1
suppose, 1-2 2-7 3-4 4-1 13-1 14-1
supposed, 10-1 13-1 14-2 15-2 16-1
supposedly, 10-1
supposest, 15-1
suppress, 4-1
suppressed, 4-4 15-1
supremacy, 13-2
supreme, 13-7 14-5 15-4 16-4
sups, 14-1
surceased, 14-1
surcharged, 13-1 14-1 16-1
sure, 1-16 2-6 3-1 4-1 5-1 6-2 7-4 8-4 11-2 13-6 14-4 15-4 16-3
surely, 6-1 14-1
surer, 13-1 14-1 16-1
surest, 13-1 14-1
surety, 14-1
surface, 14-1
surfeit, 14-1 15-1 16-1
surge, 13-1 16-1
surgery, 6-1
surging, 13-1 15-2
surmise, 15-1 16-1
surmountable, 12-1
surmounts, 14-1
surpass, 13-2 16-1
surpassed, 15-1
surpassest, 15-1
surpassing, 14-1 15-1
surprisal, 14-1
surprise, 2-1 3-2 4-2 13-1 14-1 15-1 16-2
surprised, 1-4 2-1 3-2 9-1 11-1 13-1 14-3 15-2
surprising, 10-1
surprisingly, 9-1 11-1
surrender, 14-1
surround, 13-1
surrounding, 10-1 11-1 12-5 13-1
surrounds, 13-1
survey, 6-1 15-1
surveyd, 13-1
surveyed, 9-1 13-1 15-1
surveying, 15-1
surveys, 13-1 14-1
surviving, 9-1
sus, 16-1
susa, 16-1
susan, 9-5 11-1 12-8
suspect, 15-1 16-1
suspected, 16-2
suspend, 14-1
suspended, 13-1
suspense, 13-1 14-1 15-1
suspicion, 12-1 13-1 15-1
suspicious, 14-1 15-1
sustain, 13-1 15-2 16-4
sustained, 10-1 14-3 15-1 16-1
sustaining, 10-2
svec, 12-1
swage, 13-1
swaggerer, 8-1
swain, 6-1
swallow, 2-1
swallowed, 2-1 13-2 15-1
swallowing, 2-1
swallows, 16-1
swam, 1-5 7-1
swan, 15-1
swans, 5-1
swarm, 13-1 15-1
swarmed, 13-2 16-1
swarming, 15-1 16-2
swashing, 5-1
sway, 6-1 13-1 14-3 15-2 16-2
swayed, 16-1
sways, 14-1
swear, 5-2 7-4 8-1
swearest, 7-1
swearing, 5-2
swears, 5-1 7-1 8-1
sweat, 6-4 15-1 16-2
sweaty, 16-1
sweep, 5-1
sweet, 3-1 5-7 6-2 7-8 8-4 13-8 14-21 15-20 16-8
sweeter, 15-1
sweetest, 6-2 14-1 15-2 16-1
sweetly, 8-1
sweetness, 14-1 15-2
sweets, 14-3
swelling, 14-1 15-1
swerve, 14-2 15-1
swerved, 14-1
swift, 5-1 7-1 8-1 13-7 14-8 15-6 16-2
swifter, 13-1
swiftest, 14-1 16-1
swiftly, 6-1 15-1
swiftness, 15-2
swim, 1-1 4-4 13-1 15-1 16-2
swimming, 1-2
swims, 13-1 15-1
switching, 10-1
swoon, 7-1 8-2
swoons, 8-1
swora, 12-1
sword, 6-4 8-1 10-2 11-2 13-1 14-6 16-5
swords, 8-1 13-1 14-1
swore, 5-2 8-1 14-1
sworn, 5-1 13-1 14-2 16-1
swum, 13-1 15-1 16-2
sybstance, 13-1
syllabus, 9-1
sylvan, 14-2
sylvanus, 14-1
symbols, 13-1
sympathy, 14-1 16-2
symphonies, 13-1 14-1 16-1
symphonious, 15-1
symphony, 13-1
symposium, 9-1 11-1 12-1
synchronization, 10-2
synchronizing, 10-1
synergy, 9-2
synod, 6-1 13-1 14-1 16-2
syntactic, 11-1
synthesis, 9-1 11-1
syrian, 13-3 16-1
syrtis, 13-1
system, 9-22 10-35 11-21 12-27
systematic, 9-1
systematically, 9-1
systems, 9-8 10-6 11-16 12-10
t, 4-1 10-1 12-3 13-3 16-1
tabernacle, 15-1 16-1
tabernacles, 14-1
table, 1-10 2-5 3-1 4-2 6-2 9-3 10-1 11-1 14-3
tables, 11-1 14-1
tabular, 10-1 12-1
tackle, 13-1
taen, 5-3 6-1 8-2
tag, 11-25
tagged, 11-10 12-1
tagging, 9-2 11-13 12-2
taggings, 11-1
tags, 10-1 11-7 12-1
tail, 1-4 2-3 4-2 16-1
tailored, 10-3 12-2
tailors, 8-1
tails, 4-3
taint, 14-2 16-2
tainted, 16-1
take, 1-5 2-3 3-8 4-6 5-7 6-4 7-14 8-9 9-3 10-9 11-11 12-5 15-2 16-2
taken, 2-2 3-2 5-1 7-1 10-5 11-3 16-3
takes, 2-1 4-1 5-1 9-2 10-8 11-5 14-1
taking, 1-1 2-1 3-1 4-2 9-4 10-1 11-4 12-3
tale, 1-3 4-1 5-1 6-1 13-1
talented, 9-1
talents, 11-1 12-1
tales, 1-1
talk, 1-5 3-7 4-2 5-1 6-1 7-4 9-6 10-7 11-2 12-1 14-3 15-3
talked, 9-1 13-1 15-1 16-2
talking, 1-7 2-6 3-3 4-1 7-1 8-1 9-1 10-1 11-3 12-1 13-1 14-1
talks, 7-1 9-1
tall, 5-1 7-2 13-1 14-2 16-1
taller, 2-2
tallest, 13-1
tamara, 12-1
tame, 8-1 14-1
tamed, 16-1
tamely, 13-1
tangle, 7-1
tangles, 15-1
tangling, 14-1
tantalus, 13-1
tape, 10-1 11-1 12-1
tapes, 11-10
tapster, 7-1
tar, 6-2
tardy, 7-1 16-1
targe, 15-1
target, 10-1 11-1 12-1
tarred, 6-1
tarry, 7-1
tarsus, 13-1
tart, 1-1
tartar, 13-1 16-1
tartarean, 13-1
tartareous, 15-1
tartarus, 13-1 14-1
tarts, 4-7
task, 9-1 10-1 11-4 12-1 13-2 14-3 15-2
tasking, 10-1
tasks, 9-1 12-3
taste, 1-2 6-2 7-1 13-4 14-19 15-19 16-8
tasted, 2-2 4-1 14-1 15-7 16-1
tastes, 4-1 8-1 14-1 15-1
tasting, 14-1 15-5
taught, 1-1 3-3 5-3 7-2 13-3 14-5 15-4 16-6
taunting, 7-1
tauris, 16-1
taurus, 13-1 16-1
tawny, 15-1
tax, 6-1
taxation, 5-1
taxed, 7-1
taxing, 6-1
taxonomic, 11-1
tc, 11-4
tcp, 10-3
tea, 1-1 2-5 3-7 4-6
teach, 5-1 9-3 14-2 16-4
teacher, 9-2 16-1
teachers, 9-24 12-2 16-1
teaches, 9-1
teacheth, 5-1
teaching, 2-1 6-1 9-8
teacup, 4-3
teacups, 4-2
team, 9-3 10-4 12-2
teapot, 3-1
tear, 6-1 14-1
tears, 1-7 2-2 3-1 4-1 5-4 6-1 7-2 8-2 13-2 15-1 16-10
teases, 2-1
teats, 15-1
technical, 9-4 10-8 11-10 12-7
technicalities, 9-1 11-1
technically, 10-1 11-1
technician, 10-2
technicians, 12-1
technique, 10-2 11-2
techniques, 10-4 11-1 12-2
technological, 10-1 11-1 12-1
technologically, 9-2
technologies, 9-5 10-6 11-2 12-9
technologists, 9-1
technology, 9-25 10-27 11-13 12-44
ted, 12-1
tedded, 15-1
tedious, 6-2 7-1 14-1 15-3
teemed, 15-1
teeth, 2-1 5-1 6-1
tei, 9-11 11-45 12-4
telassar, 14-1
telecommunication, 12-1
telecommunications, 10-1 12-3
telegraph, 10-2
telephone, 10-3 11-1 12-1
telescope, 1-3
telescopes, 1-1
television, 10-1
tell, 1-10 2-9 3-8 4-5 5-9 6-5 7-9 8-6 9-5 11-1 12-3 13-8 14-6 15-6 16-2
tellest, 14-2
telling, 2-1 4-1 16-1
tells, 2-1 3-1 9-2 11-1 14-3 16-1
tellst, 7-1
telnet, 10-1
temirs, 16-1
temper, 1-1 2-2 3-2 13-5 14-2 16-3
temperance, 15-1 16-4
temperate, 14-1 16-1
tempered, 3-2 5-1 13-1 14-2 15-1
tempering, 15-1
tempers, 14-1
tempest, 13-3 14-1 15-1
tempestuous, 13-1 15-1 16-1
temple, 7-1 13-7 14-1 15-2 16-3
temples, 13-2 16-1
temporal, 10-1 16-1
temporary, 11-1
tempt, 13-2 14-1 15-2
temptation, 15-4
temptations, 14-1 15-1
tempted, 13-2 15-1 16-1
tempter, 14-1 15-5 16-3
tempting, 13-1 15-3
tempts, 15-1
ten, 1-1 2-1 3-4 5-1 6-1 9-4 10-5 11-2 12-1 13-4 14-2 15-4 16-3
tend, 9-2 11-1 13-2 14-1 15-5 16-1
tendance, 15-2
tended, 9-2 16-1
tendency, 9-2
tender, 5-1 8-1 14-3 15-2 16-1
tenderly, 15-1
tending, 14-1 15-1 16-2
tendrils, 14-1
tends, 9-2 10-1 11-3 13-1 15-1
teneriff, 14-1
tenfold, 13-1 14-2 15-1
tennessee, 11-1
tenor, 8-1
tenour, 16-1
tension, 9-1 11-1
tent, 16-1
tenth, 11-2 14-1
tents, 14-2 16-8
tenure, 10-1
tepid, 15-1
terabyte, 11-3
terabytes, 11-1
term, 7-2 9-5 10-1 11-10 12-5
termed, 9-1 11-3
terminal, 10-2
terminals, 12-1
terminology, 11-1 12-1
terms, 3-1 6-2 9-8 10-6 11-9 12-3 13-1 14-3 16-2
ternate, 13-1
terrene, 14-1
terrestrial, 10-1 13-1 15-3
terrible, 13-2 14-1 15-2 16-2
terribly, 2-1 11-1
terrier, 1-1
terrifick, 15-1
terrified, 16-1
terrify, 16-1
territory, 6-1 16-1
terror, 2-1 13-4
terrors, 13-2
terrour, 14-2 15-2 16-5
terrours, 15-2
tertiary, 9-1
test, 9-1 10-6 11-4 12-5
testament, 5-2 9-1
tested, 9-2 10-1
testified, 16-1
testifies, 13-1
testimony, 8-1 9-2 14-1 16-1
testing, 9-3 10-2 11-3 12-2
tests, 10-1 11-1
text, 9-75 10-38 11-177 12-52
texts, 9-68 10-1 11-28 12-24
textual, 9-11 10-2 11-5 12-3
texture, 14-1 16-1
th, 12-6 13-70 16-1
thammuz, 13-2
thamyris, 13-1
than, 1-7 2-7 3-7 4-3 5-18 6-10 7-35 8-9 9-28 10-17 11-30 12-17 13-41 14-39 15-32 16-34
thank, 2-1 3-1 4-2 5-4 6-6 7-5 8-2 9-1 14-1 16-1
